"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 11:19:29 GMT 2024","Fri Aug 23 11:19:30 GMT 2024","284","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size2-200]",""
"passed","Fri Aug 23 11:19:30 GMT 2024","Fri Aug 23 11:19:30 GMT 2024","282","","test_PetStoreRequests","","","","test_update_pet_data",""
"passed","Fri Aug 23 11:18:56 GMT 2024","Fri Aug 23 11:18:57 GMT 2024","1100","","test_PetStoreRequests","","","","test_upload_image_metadata[Random image upload]",""
"passed","Fri Aug 23 11:18:54 GMT 2024","Fri Aug 23 11:18:55 GMT 2024","986","","test_PetStoreRequests","","","","test_upload_pet_image_format[PNG]",""
"passed","Fri Aug 23 11:18:58 GMT 2024","Fri Aug 23 11:18:59 GMT 2024","1207","","test_PetStoreRequests","","","","test_upload_image_metadata[]",""
"passed","Fri Aug 23 11:19:30 GMT 2024","Fri Aug 23 11:19:31 GMT 2024","287","","test_PetStoreRequests","","","","test_find_by_pet_id",""
"passed","Fri Aug 23 11:18:59 GMT 2024","Fri Aug 23 11:19:04 GMT 2024","5031","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size0-200]",""
"passed","Fri Aug 23 11:18:55 GMT 2024","Fri Aug 23 11:18:56 GMT 2024","898","","test_PetStoreRequests","","","","test_upload_pet_image_format[JPEG]",""
"passed","Fri Aug 23 11:18:57 GMT 2024","Fri Aug 23 11:18:58 GMT 2024","933","","test_PetStoreRequests","","","","test_upload_image_metadata[112324]",""
"passed","Fri Aug 23 11:19:04 GMT 2024","Fri Aug 23 11:19:29 GMT 2024","25389","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size1-200]",""
"failed","Fri Aug 23 11:19:30 GMT 2024","Fri Aug 23 11:19:30 GMT 2024","299","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size3-400]",""
