"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 11:27:05 GMT 2024","Fri Aug 23 11:27:06 GMT 2024","303","","test_PetStoreRequests","","","","test_find_by_pet_id",""
"passed","Fri Aug 23 11:26:39 GMT 2024","Fri Aug 23 11:27:04 GMT 2024","25226","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size1-200]",""
"passed","Fri Aug 23 11:26:34 GMT 2024","Fri Aug 23 11:26:39 GMT 2024","5702","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size0-200]",""
"passed","Fri Aug 23 11:27:04 GMT 2024","Fri Aug 23 11:27:05 GMT 2024","281","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size2-200]",""
"passed","Fri Aug 23 11:26:31 GMT 2024","Fri Aug 23 11:26:32 GMT 2024","996","","test_PetStoreRequests","","","","test_upload_image_metadata[Random image upload]",""
"passed","Fri Aug 23 11:26:32 GMT 2024","Fri Aug 23 11:26:33 GMT 2024","980","","test_PetStoreRequests","","","","test_upload_image_metadata[112324]",""
"failed","Fri Aug 23 11:27:05 GMT 2024","Fri Aug 23 11:27:05 GMT 2024","281","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size3-400]",""
"passed","Fri Aug 23 11:26:29 GMT 2024","Fri Aug 23 11:26:30 GMT 2024","853","","test_PetStoreRequests","","","","test_upload_pet_image_format[PNG]",""
"passed","Fri Aug 23 11:26:33 GMT 2024","Fri Aug 23 11:26:34 GMT 2024","884","","test_PetStoreRequests","","","","test_upload_image_metadata[]",""
"passed","Fri Aug 23 11:27:05 GMT 2024","Fri Aug 23 11:27:05 GMT 2024","394","","test_PetStoreRequests","","","","test_update_pet_data",""
"passed","Fri Aug 23 11:26:30 GMT 2024","Fri Aug 23 11:26:31 GMT 2024","864","","test_PetStoreRequests","","","","test_upload_pet_image_format[JPEG]",""
