"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 22 16:51:58 GMT 2024","Thu Aug 22 16:51:58 GMT 2024","49","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size2-200]",""
"passed","Thu Aug 22 16:51:59 GMT 2024","Thu Aug 22 16:51:59 GMT 2024","39","","test_PetStoreRequests","","","","test_find_by_pet_id",""
"passed","Thu Aug 22 16:51:59 GMT 2024","Thu Aug 22 16:51:59 GMT 2024","31","","test_PetStoreRequests","","","","test_update_pet_data",""
"passed","Thu Aug 22 16:51:33 GMT 2024","Thu Aug 22 16:51:38 GMT 2024","5124","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size0-200]",""
"failed","Thu Aug 22 16:51:58 GMT 2024","Thu Aug 22 16:51:58 GMT 2024","50","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size3-400]",""
"passed","Thu Aug 22 16:51:30 GMT 2024","Thu Aug 22 16:51:30 GMT 2024","747","","test_PetStoreRequests","","","","test_upload_pet_image_format[JPEG]",""
"passed","Thu Aug 22 16:51:31 GMT 2024","Thu Aug 22 16:51:32 GMT 2024","750","","test_PetStoreRequests","","","","test_upload_image_metadata[112324]",""
"passed","Thu Aug 22 16:51:38 GMT 2024","Thu Aug 22 16:51:58 GMT 2024","20692","","test_PetStoreRequests","","","","test_upload_pet_image_sizes_statuses[img_size1-200]",""
"passed","Thu Aug 22 16:51:29 GMT 2024","Thu Aug 22 16:51:30 GMT 2024","721","","test_PetStoreRequests","","","","test_upload_pet_image_format[PNG]",""
"passed","Thu Aug 22 16:51:32 GMT 2024","Thu Aug 22 16:51:33 GMT 2024","731","","test_PetStoreRequests","","","","test_upload_image_metadata[]",""
"passed","Thu Aug 22 16:51:30 GMT 2024","Thu Aug 22 16:51:31 GMT 2024","782","","test_PetStoreRequests","","","","test_upload_image_metadata[Random image upload]",""
